,Name,Position,Age,Height,FG%,3P%,AST,TOV,PTS,Tm,Rebounds,STL,BLK,Overall,PERSON_ID
0,Jaylen Brown,SG,24,"6' 6""",0.473,0.358,3.5,2.7,23.6,BOS,6.1,1.1,0.3,71.4456262209681,1627759.0
1,Kris Dunn,PG,27,"6' 3""",0.431,0.091,5.6,2.3,7.6,POR,3.5,1.6,0.2,47.05882352941176,1627739.0
2,Carsen Edwards,PG,23,"5' 11""",0.3,0.25,3.5,1.3,5.8,DET,1.5,0.5,0.0,35.055350553505534,
3,Tacko Fall,C,25,"7' 5""",0.417,0.0,0.2,0.3,1.1,CLE,2.1,0.0,0.5,19.112220533970046,
4,Bruno Fernando,F,23,"6' 9""",0.655,0.5,0.2,0.5,2.9,TOT,1.7999999999999998,0.0,0.4,44.44323855003256,
5,Bruno Fernando,F,23,"6' 9""",0.5,1.0,0.2,0.3,1.0,BOS,0.8,0.0,0.2,51.877577599305404,
6,Bruno Fernando,F,23,"6' 9""",0.707,0.0,0.3,0.9,6.9,HOU,4.0,0.1,0.8,38.43064901237248,
7,Al Horford,C,35,"6' 9""",0.467,0.336,3.4,0.9,10.2,BOS,7.699999999999999,0.7,1.3,59.463859344475786,201143.0
8,Luke Kornet,C,26,"7' 2""",0.481,0.0,0.6,0.0,2.0,TOT,2.0,0.2,0.2,22.60690253961363,1628436.0
9,Luke Kornet,C,26,"7' 2""",0.2,0.0,0.5,0.0,2.0,CLE,1.5,0.0,0.5,13.023659648361189,1628436.0
10,Luke Kornet,C,26,"7' 2""",0.0,0.0,0.0,0.0,0.0,MIL,1.0,0.0,0.0,1.085304970696766,1628436.0
11,Luke Kornet,C,26,"7' 2""",0.571,0.0,0.7,0.0,2.2,BOS,2.1,0.3,0.2,26.405469937052313,1628436.0
12,Romeo Langford,SG,21,"6' 4""",0.435,0.341,0.4,0.3,4.5,TOT,2.2,0.5,0.3,36.010418927718696,
13,Romeo Langford,SG,21,"6' 4""",0.429,0.349,0.4,0.4,4.7,BOS,2.4,0.5,0.4,36.83525070544823,
14,Romeo Langford,SG,21,"6' 4""",0.571,0.0,0.5,0.0,2.8,SAS,1.0,0.3,0.0,24.77751248100716,
15,Aaron Nesmith,SF,21,"6' 5""",0.396,0.27,0.4,0.6,3.8,BOS,1.7,0.4,0.1,30.149772085956155,
16,Jabari Parker,PF,26,"6' 8""",0.474,0.5,0.5,0.7,4.4,BOS,2.3,0.3,0.1,41.37182548296071,203953.0
17,Payton Pritchard,PG,23,"6' 1""",0.429,0.412,2.0,0.6,6.2,BOS,1.9,0.4,0.1,42.14239201215542,
18,Josh Richardson,SG,27,"6' 5""",0.438,0.415,1.8,1.0,10.2,TOT,2.8000000000000003,0.9,0.4,50.02170609941394,1626196.0
19,Josh Richardson,SG,27,"6' 5""",0.443,0.397,1.5,0.9,9.7,BOS,2.9,0.8,0.5,48.513132190145434,1626196.0
20,Josh Richardson,SG,27,"6' 5""",0.429,0.444,2.3,1.3,11.4,SAS,2.9000000000000004,1.0,0.3,53.16909051443456,1626196.0
21,Dennis Schroder,PG,27,"6' 3""",0.431,0.344,4.6,2.2,13.5,TOT,3.3,0.8,0.1,56.38159322769699,203471.0
22,Dennis Schroder,PG,27,"6' 3""",0.44,0.349,4.2,2.1,14.4,BOS,3.4,0.8,0.1,57.054482309528964,203471.0
23,Dennis Schroder,PG,27,"6' 3""",0.393,0.328,5.9,2.6,10.9,HOU,3.3,0.8,0.2,54.94899066637725,203471.0
24,Marcus Smart,PG,27,"6' 3""",0.418,0.331,5.9,2.2,12.1,BOS,3.8000000000000003,1.7,0.3,60.96158020403733,203935.0
25,Jayson Tatum,SF,23,"6' 8""",0.453,0.353,4.4,2.9,26.9,BOS,8.0,1.0,0.6,78.87996527024094,1628369.0
26,Grant Williams,PF,22,"6' 6""",0.475,0.411,1.0,0.8,7.8,BOS,3.5,0.5,0.7,47.189060125895374,
27,LaMarcus Aldridge,F,36,"6' 11""",0.55,0.304,0.9,0.9,12.9,BRK,5.5,0.3,1.0,53.961363143043194,200746.0
28,DeAndre' Bembry,SG,27,"6' 5""",0.561,0.417,1.2,0.6,5.1,TOT,3.0,0.9,0.4,47.47123941827655,1627761.0
29,DeAndre' Bembry,SG,27,"6' 5""",0.568,0.417,1.3,0.6,5.8,BRK,3.2,1.0,0.5,49.544171912307355,1627761.0
30,DeAndre' Bembry,SG,27,"6' 5""",0.375,0.0,0.8,0.1,0.8,MIL,1.4,0.3,0.0,17.31061428261341,1627761.0
31,Bruce Brown,SF,25,"6' 4""",0.506,0.404,2.1,0.8,9.0,BRK,4.8,1.1,0.7,55.02496201432603,1628971.0
32,Jevon Carter,PG,25,"6' 1""",0.387,0.388,1.5,0.5,4.2,TOT,1.7,0.4,0.2,36.8461037551552,1628975.0
33,Jevon Carter,PG,25,"6' 1""",0.333,0.331,1.0,0.6,3.6,BRK,1.5,0.3,0.2,30.952897764271764,1628975.0
34,Jevon Carter,PG,25,"6' 1""",0.506,0.558,2.5,0.4,5.6,MIL,2.1999999999999997,0.5,0.2,50.813978728022576,1628975.0
35,Sekou Doumbouya,SF,20,"6' 8""",0.625,0.5,0.0,1.0,7.0,LAL,3.0,1.5,1.0,55.621879748209246,
36,Kevin Durant,PF,32,"6' 10""",0.518,0.383,6.4,3.5,29.9,BRK,7.4,0.9,0.9,89.57021923160409,201142.0
37,Kessler Edwards,SF,21,"6' 8""",0.412,0.353,0.6,0.9,5.9,BRK,3.6,0.6,0.5,40.102018667245495,
38,Blake Griffin,PF,32,"6' 9""",0.425,0.262,1.9,0.6,6.4,BRK,4.1,0.5,0.3,40.492728456696334,201933.0
39,James Harden,SG,32,"6' 5""",0.41,0.33,10.3,4.4,22.0,TOT,7.6,1.3,0.6,84.7623182114174,201935.0
40,James Harden,SG,32,"6' 5""",0.414,0.332,10.2,4.8,22.5,BRK,8.0,1.3,0.7,86.04297807683959,201935.0
41,James Harden,SG,32,"6' 5""",0.402,0.326,10.5,3.4,21.0,PHI,7.1,1.2,0.2,81.54981549815498,201935.0
42,Joe Harris,SF,30,"6' 6""",0.452,0.466,1.0,1.1,11.3,BRK,4.0,0.5,0.1,50.618623833297164,203925.0
43,Kyrie Irving,PG,29,"6' 2""",0.469,0.418,5.8,2.5,27.4,BRK,4.3999999999999995,1.4,0.6,82.49403082266116,202681.0
44,Alize Johnson,PF,25,"6' 7""",0.436,0.0,0.4,0.5,1.8,TOT,2.5999999999999996,0.2,0.0,20.490557846754935,1628993.0
45,Alize Johnson,PF,25,"6' 7""",0.522,0.0,0.5,0.5,1.8,CHI,2.3,0.2,0.0,23.182114174082916,1628993.0
46,Alize Johnson,PF,25,"6' 7""",0.333,0.0,0.0,1.0,1.3,WAS,4.0,0.0,0.0,16.594313001953548,1628993.0
47,Alize Johnson,PF,25,"6' 7""",0.3,0.0,0.3,0.3,2.3,NOP,3.3,0.5,0.0,18.124593010635987,1628993.0
48,James Johnson,PF,34,"6' 7""",0.469,0.271,2.1,0.8,5.5,BRK,3.4000000000000004,0.5,0.5,41.567180377686135,201949.0
49,Tyler Johnson,SG,29,"6' 3""",0.3,0.385,1.2,0.3,2.8,TOT,2.0,0.5,0.5,33.37312784892555,204020.0
50,Tyler Johnson,SG,29,"6' 3""",0.4,0.429,0.7,0.3,3.7,PHI,2.0,0.3,0.3,36.65074886042978,204020.0
51,Tyler Johnson,SG,29,"6' 3""",0.2,0.333,1.7,0.3,2.0,SAS,2.0,0.7,0.7,29.943564141523765,204020.0
52,Timothe Luwawu-Cabarrot,SG,26,"6' 7""",0.398,0.361,0.8,0.4,4.4,ATL,1.6,0.3,0.1,34.2630779248969,1627789.0
53,Patty Mills,PG,33,"6' 1""",0.408,0.4,2.3,0.9,11.4,BRK,1.9,0.6,0.2,48.339483394833934,201988.0
54,Paul Millsap,PF,36,"6' 7""",0.391,0.229,0.9,0.6,3.5,TOT,3.4000000000000004,0.3,0.4,31.907966138484916,200794.0
55,Paul Millsap,PF,36,"6' 7""",0.376,0.222,1.0,0.5,3.4,BRK,3.7,0.2,0.5,31.625786846103754,200794.0
56,Paul Millsap,PF,36,"6' 7""",0.433,0.25,0.6,0.9,3.7,PHI,2.7,0.6,0.2,33.09094855654439,200794.0
57,Reggie Perry,PF,21,"6' 8""",0.506,0.188,1.2,1.1,9.2,TOT,4.7,0.9,0.6,45.17039288039939,
58,Reggie Perry,PF,21,"6' 8""",0.5,0.188,1.3,1.2,10.0,POR,5.1,1.0,0.7,47.1456479270675,
59,Reggie Perry,PF,21,"6' 8""",1.0,0.0,0.0,0.0,2.0,IND,1.0,0.0,0.0,35.81506403299327,
60,Day'Ron Sharpe,C,19,"6' 11""",0.577,0.286,0.5,0.9,6.2,BRK,5.0,0.3,0.5,43.94399826351204,
61,RJ Barrett,SG,21,"6' 6""",0.408,0.342,3.0,2.2,20.0,NYK,5.800000000000001,0.6,0.2,61.53679183850662,
62,Alec Burks,SG,30,"6' 6""",0.391,0.404,3.0,1.1,11.7,NYK,4.8999999999999995,1.0,0.3,54.64510527458215,202692.0
63,Evan Fournier,G,28,"6' 7""",0.417,0.389,2.1,1.3,14.1,NYK,2.6,1.0,0.3,53.158237464727584,203095.0
64,Taj Gibson,C,36,"6' 9""",0.518,0.395,0.6,0.5,4.4,NYK,4.4,0.4,0.8,44.48665074886043,201959.0
65,Quentin Grimes,SG,21,"6' 5""",0.404,0.381,1.0,0.6,6.0,NYK,2.0,0.7,0.2,39.34230518775776,
66,Jared Harper,PG,23,"5' 10""",0.538,0.417,2.8,0.4,7.4,NOP,0.4,0.8,0.2,48.8929889298893,
67,Miles McBride,PG,20,"6' 2""",0.296,0.25,1.0,0.1,2.2,NYK,1.1,0.4,0.0,24.831777729542,
68,Nerlens Noel,C,27,"6' 11""",0.533,0.0,0.9,0.8,3.4,NYK,5.6,1.2,1.2,36.88951595398307,203457.0
69,Frank Ntilikina,PG,23,"6' 4""",0.399,0.342,1.2,0.5,4.1,DAL,1.4,0.5,0.1,34.653787714347736,1628373.0
70,Norvel Pelle,PF,28,"6' 10""",0.6,0.0,0.0,0.7,2.0,UTA,2.0,0.0,0.3,24.853483828955937,
71,Theo Pinson,SG,25,"6' 5""",0.359,0.333,0.9,0.3,2.5,DAL,1.1,0.3,0.1,29.69394399826351,1629033.0
72,Immanuel Quickley,SG,22,"6' 3""",0.392,0.346,3.5,1.3,11.3,NYK,3.1999999999999997,0.7,0.0,49.64184935967007,
73,Julius Randle,PF,26,"6' 8""",0.411,0.308,5.1,3.4,20.1,NYK,9.899999999999999,0.7,0.5,70.94638593444759,203944.0
74,Mitchell Robinson,C,23,"7' 0""",0.761,0.0,0.5,0.8,8.5,NYK,8.6,0.8,1.8,52.8869112220534,1629011.0
75,Derrick Rose,PG,32,"6' 2""",0.445,0.402,4.0,1.5,12.0,NYK,3.0,0.8,0.5,56.77230301714782,201565.0
76,Jericho Sims,PF,22,"6' 10""",0.722,0.0,0.5,0.5,2.2,NYK,4.1,0.3,0.5,34.03516388105057,
77,Obi Toppin,PF,23,"6' 9""",0.531,0.308,1.1,0.8,9.0,NYK,3.8,0.3,0.5,46.20143260256132,
78,Kemba Walker,PG,31,"6' 0""",0.403,0.367,3.5,1.3,11.6,NYK,3.0,0.7,0.2,51.44345561102669,202689.0
79,Charles Bassey,C,20,"6' 11""",0.638,0.0,0.3,0.3,3.0,PHI,2.7,0.2,0.7,30.54048187540699,
80,Gary Clark,SF,26,"6' 6""",0.375,0.4,0.5,0.3,2.7,NOP,2.4,0.3,0.2,33.48165834599522,1629109.0
81,Seth Curry,SG,31,"6' 2""",0.487,0.422,3.6,1.7,15.0,TOT,3.0999999999999996,0.8,0.2,60.31039722161928,203552.0
82,Seth Curry,SG,31,"6' 2""",0.485,0.4,4.0,1.9,15.0,PHI,3.4,0.8,0.2,60.72281311048404,203552.0
83,Seth Curry,SG,31,"6' 2""",0.493,0.468,2.6,1.3,14.9,BRK,2.6,0.9,0.2,59.507271543303666,203552.0
84,Andre Drummond,C,28,"6' 10""",0.57,0.0,1.8,1.6,7.9,TOT,9.3,1.1,0.9,47.64488821358802,203083.0
85,Andre Drummond,C,28,"6' 10""",0.538,0.0,2.0,1.6,6.1,PHI,8.899999999999999,1.1,0.9,44.64944649446495,203083.0
86,Andre Drummond,C,28,"6' 10""",0.61,0.0,1.4,1.5,11.8,BRK,10.3,0.9,1.0,53.07141306707185,203083.0
87,Joel Embiid,C,27,"7' 0""",0.499,0.371,4.2,3.1,30.6,PHI,11.7,1.1,1.5,91.81680052094639,203954.0
88,Danny Green,SF,34,"6' 6""",0.394,0.38,1.0,0.7,5.9,PHI,2.5,1.0,0.6,41.69741697416974,201980.0
89,Tobias Harris,PF,29,"6' 8""",0.482,0.367,3.5,1.6,17.2,PHI,6.800000000000001,0.6,0.6,65.19426958975471,202699.0
90,Aaron Henry,F,22,"6' 6""",0.2,0.0,0.0,0.3,0.3,PHI,0.2,0.0,0.3,8.031256783156067,
91,Isaiah Joe,SG,22,"6' 4""",0.35,0.333,0.6,0.3,3.6,PHI,1.0,0.3,0.1,29.835033644454096,
92,Furkan Korkmaz,SG,24,"6' 7""",0.387,0.289,1.9,0.7,7.6,PHI,2.5999999999999996,0.5,0.1,39.15780334273931,1627788.0
93,Tyrese Maxey,PG,20,"6' 2""",0.485,0.427,4.3,1.2,17.5,PHI,3.1999999999999997,0.7,0.4,65.07488604297808,
94,Shake Milton,SG,24,"6' 5""",0.429,0.323,2.5,0.8,8.2,PHI,2.5,0.5,0.3,44.128500108530496,1629003.0
95,Georges Niang,F,28,"6' 7""",0.437,0.403,1.3,0.8,9.2,PHI,2.5999999999999996,0.4,0.2,44.931625786846105,1627777.0
96,Paul Reed,SF,22,"6' 9""",0.563,0.25,0.4,0.3,3.1,PHI,2.5,0.9,0.4,37.64922943347081,
97,Jaden Springer,PG,18,"6' 4""",1.0,0.0,0.0,0.5,1.0,PHI,1.0,0.0,1.0,37.9856739743868,
98,Matisse Thybulle,SG,24,"6' 5""",0.5,0.313,1.1,0.6,5.7,PHI,2.3,1.7,1.1,46.65726069025396,
99,Precious Achiuwa,F,21,"6' 8""",0.439,0.359,1.1,1.2,9.1,TOR,6.5,0.5,0.6,48.88213588018233,
100,OG Anunoby,SF,24,"6' 7""",0.443,0.363,2.6,1.7,17.1,TOR,5.5,1.5,0.5,62.925982200998476,1628384.0
101,Dalano Banton,PG,21,"6' 9""",0.411,0.255,1.5,0.8,3.2,TOR,1.9,0.4,0.2,32.42891252441936,
102,Scottie Barnes,SF,20,"6' 9""",0.492,0.301,3.5,1.8,15.3,TOR,7.5,1.1,0.7,64.02214022140221,
103,Khem Birch,C,28,"6' 9""",0.485,0.0,1.0,0.5,4.5,TOR,4.300000000000001,0.5,0.5,30.76839591925331,203920.0
104,Isaac Bonga,G,21,"6' 8""",0.231,0.25,0.3,0.1,0.8,TOR,0.5,0.5,0.1,19.676579118732363,1629067.0
105,Chris Boucher,PF,28,"6' 9""",0.464,0.297,0.3,0.5,9.4,TOR,6.1,0.6,0.9,47.134794877360534,1628449.0
106,Sam Dekker,F,27,"6' 9""",0.0,0.0,0.0,0.0,0.0,TOR,0.0,0.0,0.0,0.0,1626155.0
107,Goran Dragic,PG,35,"6' 3""",0.377,0.254,4.1,1.6,7.5,TOT,3.1,0.9,0.2,44.5300629476883,201609.0
108,Goran Dragic,PG,35,"6' 3""",0.382,0.286,1.8,0.2,8.0,TOR,2.8,1.0,0.2,41.28500108530497,201609.0
109,Goran Dragic,PG,35,"6' 3""",0.376,0.245,4.8,2.1,7.3,BRK,3.2,0.9,0.2,45.61536791838507,201609.0
110,Malachi Flynn,PG,23,"6' 1""",0.393,0.333,1.6,0.3,4.3,TOR,1.4,0.5,0.1,35.25070544823095,
111,Freddie Gillespie,SF,24,"6' 9""",0.409,0.0,0.6,0.6,2.3,ORL,4.0,0.3,1.0,25.689168656392447,
112,David Johnson,PG,20,"6' 5""",0.0,0.0,0.0,0.0,0.0,TOR,0.0,0.0,0.0,0.0,77139.0
113,Stanley Johnson,SF,25,"6' 6""",0.466,0.314,1.7,0.7,6.7,LAL,3.2,0.9,0.3,43.73779031907966,1626169.0
114,Pascal Siakam,PG,27,"6' 9""",0.494,0.344,5.3,2.7,22.8,TOR,8.5,1.3,0.6,78.94508356848276,1627783.0
115,Gary Trent Jr.,SG,22,"6' 5""",0.414,0.383,2.0,1.0,18.3,TOR,2.8,1.7,0.3,59.70262643802909,1629018.0
116,Fred VanVleet,SG,27,"6' 1""",0.403,0.377,6.7,2.6,20.3,TOR,4.5,1.7,0.5,74.01779900151942,1627832.0
117,Yuta Watanabe,SF,26,"6' 9""",0.406,0.342,0.6,0.5,4.3,TOR,2.4,0.3,0.4,35.20729324940309,1629139.0
118,Tony Bradley,C,23,"6' 10""",0.585,0.0,0.5,0.6,3.0,CHI,3.4000000000000004,0.2,0.6,29.68309094855654,1628396.0
119,Troy Brown Jr.,SF,22,"6' 6""",0.419,0.353,1.0,0.4,4.3,CHI,3.1,0.5,0.1,37.29107879314087,1628972.0
120,Alex Caruso,SG,27,"6' 4""",0.398,0.333,4.0,1.4,7.4,CHI,3.5999999999999996,1.7,0.4,51.258953766008254,1627936.0
121,DeMar DeRozan,SF,32,"6' 6""",0.504,0.352,4.9,2.4,27.9,CHI,5.1000000000000005,0.9,0.3,78.2287822878229,201942.0
122,Ayo Dosunmu,SG,21,"6' 5""",0.52,0.376,3.3,1.4,8.8,CHI,2.8,0.8,0.4,52.83264597351855,
123,Devon Dotson,PG,22,"6' 2""",0.478,0.222,1.4,0.5,2.6,CHI,0.7999999999999999,0.1,0.0,29.84588669416106,
124,Javonte Green,PG,28,"6' 4""",0.542,0.356,0.9,0.5,7.2,CHI,4.199999999999999,1.0,0.5,48.44801389190362,
125,Derrick Jones Jr.,SF,24,"6' 5""",0.538,0.328,0.6,0.6,5.6,CHI,3.3,0.5,0.6,42.739309746038636,1627884.0
126,Zach LaVine,SG,26,"6' 5""",0.476,0.389,4.5,2.6,24.4,CHI,4.6,0.6,0.3,72.33557629693944,203897.0
127,Denzel Valentine,SG,27,"6' 4""",0.379,0.404,0.5,0.5,2.9,TOT,1.7999999999999998,0.3,0.0,32.656826568265686,1627756.0
128,Denzel Valentine,SG,27,"6' 4""",0.371,0.409,0.5,0.5,2.9,CLE,1.7000000000000002,0.3,0.0,32.45061862383329,1627756.0
129,Denzel Valentine,SG,27,"6' 4""",0.5,0.333,0.0,1.0,2.5,UTA,2.0,0.5,0.0,33.633601041892774,1627756.0
130,Nikola Vucevic,C,30,"6' 11""",0.473,0.314,3.2,1.9,17.6,CHI,11.0,1.0,1.0,70.12155415671803,202696.0
131,Coby White,PG,21,"6' 5""",0.433,0.385,2.9,1.1,12.7,CHI,3.0,0.5,0.2,52.24658128934231,
132,Patrick Williams,PF,20,"6' 7""",0.529,0.517,0.9,0.9,9.0,CHI,4.1,0.5,0.5,53.483828955936616,
133,Jarrett Allen,C,23,"6' 11""",0.677,0.1,1.6,1.7,16.1,CLE,10.7,0.8,1.3,64.69502930323422,1628386.0
134,Damyean Dotson,SG,27,"6' 5""",0.5,0.0,0.5,0.0,2.0,NYK,1.0,0.0,0.0,20.620794443238548,1628422.0
135,Darius Garland,PG,21,"6' 1""",0.462,0.383,8.6,3.6,21.7,CLE,3.3000000000000003,1.3,0.1,77.87063164749296,
136,Kevin Love,PF,33,"6' 8""",0.43,0.392,2.2,1.3,13.6,CLE,7.3,0.4,0.2,56.17538528326459,201567.0
137,Lauri Markkanen,PF,24,"7' 0""",0.445,0.358,1.3,0.9,14.8,CLE,5.7,0.7,0.5,55.122639461688735,1628374.0
138,Evan Mobley,C,20,"7' 0""",0.508,0.25,2.5,1.9,15.0,CLE,8.3,0.8,1.7,63.533752984588666,
139,Isaac Okoro,SF,20,"6' 5""",0.48,0.35,1.8,0.9,8.8,CLE,3.0,0.8,0.3,47.319296722378986,
140,Cedi Osman,SF,26,"6' 7""",0.432,0.357,2.0,1.0,10.7,CLE,2.2,0.8,0.2,47.28673757325809,1626224.0
141,Ricky Rubio,G,30,"6' 3""",0.363,0.339,6.6,2.6,13.1,CLE,4.1000000000000005,1.4,0.2,61.059257651400046,201937.0
142,Collin Sexton,PG,22,"6' 1""",0.45,0.244,2.1,2.8,16.0,CLE,3.3,0.9,0.0,51.03103972216192,1629012.0
143,Lamar Stevens,F,24,"6' 6""",0.489,0.277,0.7,0.7,6.1,CLE,2.5999999999999996,0.5,0.3,38.50662036032125,
144,Brodric Thomas,G,24,"6' 5""",0.444,0.222,0.9,0.5,1.8,BOS,0.8999999999999999,0.1,0.1,27.219448665074886,
145,Dean Wade,PF,24,"6' 9""",0.456,0.359,1.0,0.3,5.3,CLE,2.9,0.6,0.1,39.88495767310614,
146,Dylan Windler,SG,24,"6' 6""",0.378,0.3,0.7,0.3,2.2,CLE,1.7999999999999998,0.3,0.1,29.238115910570865,
147,Saddiq Bey,SF,22,"6' 7""",0.396,0.346,2.8,1.2,16.1,DET,5.3999999999999995,0.9,0.2,57.152159756891685,
148,Cade Cunningham,PG,19,"6' 7""",0.416,0.314,5.6,3.7,17.4,DET,5.5,1.2,0.7,66.96331669199044,
149,Hamidou Diallo,SG,23,"6' 5""",0.496,0.247,1.3,1.0,11.0,DET,4.8,1.2,0.3,49.044931625786845,1628977.0
150,Luka Garza,C,22,"6' 10""",0.449,0.327,0.6,0.6,5.8,DET,3.1,0.3,0.2,37.85543737790319,
151,Jerami Grant,SF,27,"6' 8""",0.426,0.358,2.4,1.8,19.2,DET,4.1,0.9,1.0,62.20968092033862,203924.0
152,Killian Hayes,PG,20,"6' 5""",0.383,0.263,4.2,1.7,6.9,DET,3.1,1.2,0.5,46.53787714347732,
153,Frank Jackson,PG,23,"6' 3""",0.402,0.308,1.0,0.7,10.6,DET,1.7000000000000002,0.5,0.2,40.91599739526807,1628402.0
154,Josh Jackson,SG,24,"6' 8""",0.4,0.254,1.1,0.9,6.4,TOT,2.8,0.5,0.4,36.59648361189494,1628367.0
155,Josh Jackson,SG,24,"6' 8""",0.41,0.265,1.3,1.0,7.1,DET,3.1,0.5,0.5,39.1252441936184,1628367.0
156,Josh Jackson,SG,24,"6' 8""",0.347,0.176,0.4,0.8,4.3,SAC,1.5,0.4,0.3,26.47058823529412,1628367.0
157,Cory Joseph,PG,30,"6' 3""",0.445,0.414,3.6,1.3,8.0,DET,2.6,0.6,0.3,50.21706099413935,202709.0
158,Saben Lee,PG,22,"6' 2""",0.39,0.233,2.9,1.0,5.6,DET,2.4,1.0,0.3,39.49424788365531,
159,Isaiah Livers,PF,23,"6' 6""",0.456,0.422,1.1,0.8,6.4,DET,3.0,0.7,0.4,44.75797699153462,
